x,y,theta,v
-7.274026489257812500e+01,2.421406936645507812e+01,1.390420426163829770e+00,7.578232830050536835e-03
-7.274039459228515625e+01,2.421337509155273438e+01,1.390423488799083396e+00,1.842630583436851571e-02
-7.274050140380859375e+01,2.421277999877929688e+01,1.390421225112156822e+00,7.798773715052636189e-03
-7.274063110351562500e+01,2.421207427978515625e+01,1.390424021431301504e+00,1.862345594689153103e-02
-7.274074554443359375e+01,2.421147727966308594e+01,1.390421491428265766e+00,7.975903741730410931e-03
-7.274087524414062500e+01,2.421077156066894531e+01,1.390424953537682917e+00,1.878482481166891468e-02
-7.274098205566406250e+01,2.421016311645507812e+01,1.390422823008810704e+00,8.109217620774549981e-03
-7.274111938476562500e+01,2.420944595336914062e+01,1.390426551434336799e+00,1.889763833249587591e-02
-7.274122619628906250e+01,2.420883560180664062e+01,1.390423888273246922e+00,8.213237920755992252e-03
-7.274136352539062500e+01,2.420811653137207031e+01,1.390427616698772795e+00,1.897716205691509644e-02
-7.274147796630859375e+01,2.420749664306640625e+01,1.390425486169900804e+00,8.263498711234235766e-03
-7.274161529541015625e+01,2.420677947998046875e+01,1.390429480911536064e+00,1.900146971791025208e-02
-7.274172973632812500e+01,2.420615959167480469e+01,1.390427084066554908e+00,8.282854967272421098e-03
-7.274186706542968750e+01,2.420543861389160156e+01,1.390430945650135586e+00,1.901103831564343247e-02
-7.274197387695312500e+01,2.420481872558593750e+01,1.390428681963209012e+00,8.276461383877744410e-03
-7.274211120605468750e+01,2.420410156250000000e+01,1.390432543546789468e+00,1.899781391458851137e-02
-7.274222564697265625e+01,2.420348167419433594e+01,1.390430146701808534e+00,8.262918446481207213e-03
-7.274236297607421875e+01,2.420276260375976562e+01,1.390433741969280046e+00,1.896517329741828975e-02
-7.274247741699218750e+01,2.420214462280273438e+01,1.390431744598462638e+00,8.210540015345836259e-03
-7.274260711669921875e+01,2.420142745971679688e+01,1.390435206707879789e+00,1.890363743739761557e-02
-7.274272155761718750e+01,2.420081901550292969e+01,1.390432809862898633e+00,8.141708322134698361e-03
-7.274285125732421875e+01,2.420010185241699219e+01,1.390437070920642837e+00,1.882524866183696299e-02
-7.274296569824218750e+01,2.419949340820312500e+01,1.390434008285389211e+00,8.060787352603971875e-03
-7.274309539794921875e+01,2.419878578186035156e+01,1.390437869868969889e+00,1.873814986077797229e-02
-7.274320983886718750e+01,2.419818115234375000e+01,1.390434940391770846e+00,7.969024549870334928e-03
-7.274333953857421875e+01,2.419747543334960938e+01,1.390438935133405884e+00,1.863259467524630217e-02
-7.274345397949218750e+01,2.419687843322753906e+01,1.390436138814261202e+00,7.847201207173075399e-03
-7.274358367919921875e+01,2.419617843627929688e+01,1.390439734081732936e+00,1.850863817978262715e-02
-7.274369049072265625e+01,2.419558525085449219e+01,1.390436937762588254e+00,7.712077784616083384e-03
-7.274382019042968750e+01,2.419489288330078125e+01,1.390440533030059767e+00,1.835660668167263948e-02
-7.274392700195312500e+01,2.419430923461914062e+01,1.390437869868969889e+00,7.552645251005144812e-03
-7.274404907226562500e+01,2.419362831115722656e+01,1.390441065662277875e+00,1.818600347315966342e-02
-7.274414062500000000e+01,2.419305419921875000e+01,1.390438402501187776e+00,7.370389109442894611e-03
-7.274426269531250000e+01,2.419237899780273438e+01,1.390441731452550345e+00,1.799651822229749246e-02
-7.274436187744140625e+01,2.419181632995605469e+01,1.390438535659242136e+00,7.181749346187040264e-03
-7.274448394775390625e+01,2.419114875793457031e+01,1.390441731452550345e+00,1.780376865700519784e-02
-7.274457550048828125e+01,2.419059181213378906e+01,1.390438801975351302e+00,6.976434905683858746e-03
-7.274469757080078125e+01,2.418993568420410156e+01,1.390441864610604927e+00,1.758420524584851721e-02
-7.274478912353515625e+01,2.418938827514648438e+01,1.390438402501187776e+00,6.754256493445923160e-03
-7.274491119384765625e+01,2.418874549865722656e+01,1.390441065662277875e+00,1.736445468753012103e-02
-7.274500274658203125e+01,2.418820953369140625e+01,1.390438003027024250e+00,6.531342385234322617e-03
-7.274512481689453125e+01,2.418757820129394531e+01,1.390440533030059767e+00,1.712855137460786437e-02
-7.274521636962890625e+01,2.418705558776855469e+01,1.390437204078697198e+00,6.294072672857316253e-03
-7.274533843994140625e+01,2.418643569946289062e+01,1.390439734081732936e+00,1.689619457558633187e-02
-7.274543762207031250e+01,2.418592453002929688e+01,1.390436271972315785e+00,6.052557018128159640e-03
-7.274555206298828125e+01,2.418531608581542969e+01,1.390438402501187776e+00,1.665059003304803290e-02
-7.274565124511718750e+01,2.418481826782226562e+01,1.390434940391770846e+00,5.808828599240021574e-03
-7.274576568603515625e+01,2.418422317504882812e+01,1.390437070920642837e+00,1.640064711148321239e-02
-7.274584960937500000e+01,2.418373680114746094e+01,1.390433741969280046e+00,5.558587957489717103e-03
-7.274594879150390625e+01,2.418315315246582031e+01,1.390433741969280046e+00,1.614324059589408722e-02
-7.274602508544921875e+01,2.418268013000488281e+01,1.390431744598462638e+00,5.302636960228494269e-03
-7.274612426757812500e+01,2.418210792541503906e+01,1.390431744598462638e+00,1.589329739081823956e-02
-7.274620819091796875e+01,2.418164825439453125e+01,1.390431744598462638e+00,5.037951492289007016e-03
-7.274629974365234375e+01,2.418108749389648438e+01,1.390431744598462638e+00,1.562130388112616293e-02
-7.274638366699218750e+01,2.418064117431640625e+01,1.390427616698772795e+00,4.763789095636093707e-03
-7.274647521972656250e+01,2.418009376525878906e+01,1.390427616698772795e+00,1.534065158172378575e-02
-7.274655151367187500e+01,2.417966079711914062e+01,1.390425086695737500e+00,4.498550171198992080e-03
-7.274665069580078125e+01,2.417912483215332031e+01,1.390425086695737500e+00,1.507522930050652493e-02
-7.274671936035156250e+01,2.417870330810546875e+01,1.390422423534647400e+00,4.224059258221577427e-03
-7.274681854248046875e+01,2.417818260192871094e+01,1.390423222482974452e+00,1.479665980224661483e-02
-7.274688720703125000e+01,2.417777824401855469e+01,1.390419360899393775e+00,3.948479790123998745e-03
-7.274697875976562500e+01,2.417727088928222656e+01,1.390420159847720827e+00,1.452307605104439375e-02
-7.274704742431640625e+01,2.417687606811523438e+01,1.390416165106085788e+00,3.679160345715541160e-03
-7.274713897705078125e+01,2.417638206481933594e+01,1.390416564580249092e+00,1.425725135774924546e-02
-7.274720764160156250e+01,2.417600250244140625e+01,1.390412702996668415e+00,3.418774175418536326e-03
-7.274729156494140625e+01,2.417552185058593750e+01,1.390412702996668415e+00,1.399097374774458530e-02
-7.274734497070312500e+01,2.417515563964843750e+01,1.390408974571142320e+00,3.157324899801362307e-03
-7.274742889404296875e+01,2.417469215393066406e+01,1.390408974571142320e+00,1.373594399633492474e-02
-7.274748992919921875e+01,2.417433738708496094e+01,1.390404580355343755e+00,2.908016134498738782e-03
-7.274757385253906250e+01,2.417388534545898438e+01,1.390404580355343755e+00,1.348667551828916684e-02
-7.274763488769531250e+01,2.417354393005371094e+01,1.390400851929817660e+00,2.668396210758431069e-03
-7.274771881103515625e+01,2.417309951782226562e+01,1.390400851929817660e+00,1.324537010889886152e-02
-7.274777221679687500e+01,2.417276573181152344e+01,1.390396724030128039e+00,2.432970997432732339e-03
-7.274785614013671875e+01,2.417233276367187500e+01,1.390396724030128039e+00,1.301335111974916831e-02
-7.274791717529296875e+01,2.417201042175292969e+01,1.390392596130438418e+00,2.199936851086731898e-03
-7.274799346923828125e+01,2.417159080505371094e+01,1.390392596130438418e+00,1.277480962198026572e-02
-7.274804687500000000e+01,2.417128181457519531e+01,1.390388068756585271e+00,1.977689332477843356e-03
-7.274811553955078125e+01,2.417087173461914062e+01,1.390388068756585271e+00,1.255058766366146800e-02
-7.274816894531250000e+01,2.417057228088378906e+01,1.390382875592459655e+00,1.747012958024919422e-03
-7.274823760986328125e+01,2.417017555236816406e+01,1.390382875592459655e+00,1.230883984597321186e-02
-7.274828338623046875e+01,2.416989135742187500e+01,1.390378215060551925e+00,1.525014099131316754e-03
-7.274835968017578125e+01,2.416950225830078125e+01,1.390378215060551925e+00,1.208101064426307658e-02
-7.274839782714843750e+01,2.416922950744628906e+01,1.390373155054480669e+00,1.304178665923803535e-03
-7.274845886230468750e+01,2.416885185241699219e+01,1.390373155054480669e+00,1.185934473367856491e-02
-7.274848937988281250e+01,2.416859054565429688e+01,1.390367961890355275e+00,1.091022135741576268e-03
-7.274855041503906250e+01,2.416822624206542969e+01,1.390367961890355275e+00,1.162165133525203467e-02
-7.274858856201171875e+01,2.416797637939453125e+01,1.390362369252066133e+00,8.816286896715619078e-04
-7.274864959716796875e+01,2.416762351989746094e+01,1.390362369252066133e+00,1.139840525915805126e-02
-7.274868011474609375e+01,2.416738510131835938e+01,1.390357442404049459e+00,6.917417653945688539e-04
-7.274874114990234375e+01,2.416704559326171875e+01,1.390355311875177247e+00,1.117957602952301434e-02
-7.274877166748046875e+01,2.416681289672851562e+01,1.390351050817433265e+00,5.356442368226900898e-04
-7.274883270263671875e+01,2.416648292541503906e+01,1.390351050817433265e+00,1.095199759733055632e-02
-7.274887084960937500e+01,2.416626358032226562e+01,1.390345591337198483e+00,4.362321575127005215e-04
-7.274893188476562500e+01,2.416594696044921875e+01,1.390345591337198483e+00,1.072340090921183355e-02
-7.274896240234375000e+01,2.416574096679687500e+01,1.390339732382800397e+00,4.399053867908734022e-04
-7.274902343750000000e+01,2.416543197631835938e+01,1.390339732382800397e+00,1.051349677620954347e-02
-7.274905395507812500e+01,2.416523551940917969e+01,1.390334539218674559e+00,5.339336491674017988e-04
-7.274912261962890625e+01,2.416493415832519531e+01,1.390332675005911733e+00,1.030712427335998653e-02
-7.274915313720703125e+01,2.416474723815917969e+01,1.390328413948167530e+00,6.813673346314371403e-04
-7.274920654296875000e+01,2.416445732116699219e+01,1.390328413948167530e+00,1.010513290506697207e-02
-7.274923706054687500e+01,2.416428184509277344e+01,1.390323353942096274e+00,8.354963457929061614e-04
-7.274928283691406250e+01,2.416400337219238281e+01,1.390323353942096274e+00,9.922652703931736373e-03
-7.274931335449218750e+01,2.416383171081542969e+01,1.390318160777970657e+00,9.941950120035635257e-04
-7.274936676025390625e+01,2.416356468200683594e+01,1.390318160777970657e+00,9.743644279544282777e-03
-7.274938201904296875e+01,2.416340255737304688e+01,1.390313367088008567e+00,1.152583104892199737e-03
-7.274942779541015625e+01,2.416313934326171875e+01,1.390313367088008567e+00,9.581520072873956489e-03
-7.274944305419921875e+01,2.416298866271972656e+01,1.390308573398046477e+00,1.304719135929436951e-03
-7.274948883056640625e+01,2.416273307800292969e+01,1.390308573398046477e+00,9.424922323758985407e-03
-7.274951171875000000e+01,2.416258811950683594e+01,1.390304179182247912e+00,1.451445347933810661e-03
-7.274947357177734375e+01,2.416278076171875000e+01,1.390303912866138747e+00,7.989196634482304210e-04
-7.274942779541015625e+01,2.416303443908691406e+01,1.390303912866138747e+00,9.220493959382545374e-03
-7.274941253662109375e+01,2.416315460205078125e+01,1.390307241817501316e+00,2.188759877081290165e-03
-7.274938201904296875e+01,2.416335487365722656e+01,1.390307241817501316e+00,8.089263849763985922e-03
-7.274936676025390625e+01,2.416341972351074219e+01,1.390310837084973050e+00,3.128927823072806189e-03
-7.274934387207031250e+01,2.416357040405273438e+01,1.390310837084973050e+00,7.259943833324968530e-03
-7.274934387207031250e+01,2.416360092163085938e+01,1.390313100771899624e+00,3.866560817235260589e-03
-7.274932098388671875e+01,2.416371726989746094e+01,1.390313100771899624e+00,6.602802818304350993e-03
-7.274932098388671875e+01,2.416371536254882812e+01,1.390315231300771615e+00,4.443734334733944087e-03
-7.274936676025390625e+01,2.416350746154785156e+01,1.390316030249098667e+00,3.123513111795407854e-04
-7.274942016601562500e+01,2.416321563720703125e+01,1.390316030249098667e+00,1.013343086457301791e-02
-7.274945068359375000e+01,2.416303825378417969e+01,1.390311236559136576e+00,9.852087919173719600e-04
-7.274949645996093750e+01,2.416277122497558594e+01,1.390311236559136576e+00,9.629914913479255614e-03
-7.274951171875000000e+01,2.416262245178222656e+01,1.390306309711119903e+00,1.348039462894667570e-03
-7.274955749511718750e+01,2.416237258911132812e+01,1.390306309711119903e+00,9.307672732404504573e-03
-7.274958038330078125e+01,2.416223526000976562e+01,1.390301382863103230e+00,1.617002760857064831e-03
-7.274961090087890625e+01,2.416199874877929688e+01,1.390301382863103230e+00,9.056386775362509911e-03
-7.274963378906250000e+01,2.416187477111816406e+01,1.390297121805359248e+00,1.830811758591429587e-03
-7.274966430664062500e+01,2.416164588928222656e+01,1.390297121805359248e+00,8.854241486508806006e-03
-7.274964904785156250e+01,2.416170120239257812e+01,1.390288999164034367e+00,1.050952540620708406e-02
-7.274961090087890625e+01,2.416187667846679688e+01,1.390291129692906580e+00,1.111972637311750816e-03
-7.274958038330078125e+01,2.416212272644042969e+01,1.390291129692906580e+00,9.048635596750571886e-03
-7.274956512451171875e+01,2.416223335266113281e+01,1.390295523908704922e+00,2.301205568276575714e-03
-7.274953460693359375e+01,2.416242408752441406e+01,1.390295523908704922e+00,8.009377677051057395e-03
-7.274952697753906250e+01,2.416248512268066406e+01,1.390298586543958548e+00,3.180392842139063547e-03
-7.274950408935546875e+01,2.416263580322265625e+01,1.390298586543958548e+00,7.240563450617564303e-03
-7.274950408935546875e+01,2.416266632080078125e+01,1.390301382863103230e+00,3.841503088544765288e-03
-7.274948120117187500e+01,2.416278839111328125e+01,1.390301382863103230e+00,6.650170192963151053e-03
-7.274951171875000000e+01,2.416266059875488281e+01,1.390306309711119903e+00,1.074262749947862625e-02
-7.274954223632812500e+01,2.416246032714843750e+01,1.390303912866138747e+00,5.919717479899964940e-04
-7.274959564208984375e+01,2.416217422485351562e+01,1.390303912866138747e+00,1.000510125370343215e-02
-7.274962615966796875e+01,2.416200828552246094e+01,1.390298053911740661e+00,1.081209765261124077e-03
-7.274966430664062500e+01,2.416174697875976562e+01,1.390298053911740661e+00,9.540042234621671363e-03
-7.274968719482421875e+01,2.416159820556640625e+01,1.390293792853996457e+00,1.435590997287570277e-03
-7.274972534179687500e+01,2.416135406494140625e+01,1.390293792853996457e+00,9.222950619103553738e-03
-7.274974822998046875e+01,2.416122245788574219e+01,1.390288599689870841e+00,1.695460562988468107e-03
-7.274978637695312500e+01,2.416098785400390625e+01,1.390288599689870841e+00,8.984119245097290166e-03
-7.274980163574218750e+01,2.416086578369140625e+01,1.390284738106290163e+00,1.907826048168069846e-03
-7.274983978271484375e+01,2.416064453125000000e+01,1.390284738106290163e+00,8.792289720293937350e-03
-7.274978637695312500e+01,2.416086578369140625e+01,1.390275683358583869e+00,1.017464390334367995e-02
-7.274975585937500000e+01,2.416102218627929688e+01,1.390278080203565025e+00,1.365059711225966423e-03
-7.274971771240234375e+01,2.416126251220703125e+01,1.390278080203565025e+00,8.838252230264851891e-03
-7.274971008300781250e+01,2.416136360168457031e+01,1.390282607577418172e+00,2.458791796374027588e-03
-7.274967956542968750e+01,2.416155052185058594e+01,1.390282607577418172e+00,7.881106685401954512e-03
-7.274967956542968750e+01,2.416160774230957031e+01,1.390285803370726159e+00,3.274021073450484633e-03
-7.274964904785156250e+01,2.416175460815429688e+01,1.390285803370726159e+00,7.162416130094806897e-03
-7.274964904785156250e+01,2.416177940368652344e+01,1.390288333373761898e+00,3.915771612435826193e-03
-7.274962615966796875e+01,2.416189956665039062e+01,1.390288333373761898e+00,6.586610464321604290e-03
-7.274967956542968750e+01,2.416164779663085938e+01,1.390293926012051040e+00,1.055991772747303520e-02
-7.274971771240234375e+01,2.416145515441894531e+01,1.390291129692906580e+00,7.048137793205326834e-04
-7.274977111816406250e+01,2.416117286682128906e+01,1.390291129692906580e+00,9.865574642329764249e-03
-7.274979400634765625e+01,2.416101074218750000e+01,1.390285803370726159e+00,1.204277362509843016e-03
-7.274983978271484375e+01,2.416075325012207031e+01,1.390285803370726159e+00,9.404361766197300021e-03
-7.274985504150390625e+01,2.416061782836914062e+01,1.390281009680764068e+00,1.557259201562660083e-03
-7.274989318847656250e+01,2.416037559509277344e+01,1.390281009680764068e+00,9.085176948350667456e-03
-7.274990844726562500e+01,2.416025161743164062e+01,1.390276615464965504e+00,1.833657032780649327e-03
-7.274994659423828125e+01,2.416002464294433594e+01,1.390276615464965504e+00,8.832451537792501348e-03
-7.274996948242187500e+01,2.415990829467773438e+01,1.390273286513602935e+00,2.039044516395831751e-03
-7.274996185302734375e+01,2.415994071960449219e+01,1.390271289142785305e+00,4.128245972077656655e-04
-7.274990081787109375e+01,2.416021919250488281e+01,1.390271289142785305e+00,9.613038455194542614e-03
-7.274987792968750000e+01,2.416035079956054688e+01,1.390275417042474926e+00,1.802950860574714783e-03
-7.274983978271484375e+01,2.416056632995605469e+01,1.390275417042474926e+00,8.480927236977528830e-03
-7.274983215332031250e+01,2.416065216064453125e+01,1.390279544942164547e+00,2.752300424135056562e-03
-7.274980163574218750e+01,2.416082191467285156e+01,1.390279544942164547e+00,7.648954394930008310e-03
-7.274980163574218750e+01,2.416086769104003906e+01,1.390282341261309229e+00,3.466269222205393095e-03
-7.274977111816406250e+01,2.416100692749023438e+01,1.390282341261309229e+00,7.011299967867659633e-03
-7.274977111816406250e+01,2.416102409362792969e+01,1.390284604948235803e+00,4.030148470661468890e-03
